,Unnamed: 0,RMS,ParamNoise,BootRMS,Dropout,LinFullPost,NeuralLinear,BBB,NeuralLinear2,MultitaskGP,BBAlphaDiv,Clinical Guideline ,Uniform Sampling,Uniform Sampling 2
547,547,3.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,3.0,6.0
548,548,5.0,1.0,3.0,3.0,2.0,6.0,6.0,2.0,4.0,6.0,5.0,6.0,3.0
549,549,5.0,5.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,0.0,1.0,3.0,1.0
550,550,3.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,5.0,1.0,1.0,6.0,3.0
551,551,3.0,1.0,2.0,3.0,1.0,6.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0
552,552,5.0,2.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,1.0,3.0,3.0
553,553,5.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,5.0,2.0
554,554,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0
555,555,3.0,4.0,2.0,3.0,6.0,6.0,1.0,6.0,5.0,6.0,1.0,2.0,4.0
556,556,0.0,0.0,0.0,0.0,4.0,6.0,5.0,3.0,4.0,0.0,0.0,5.0,3.0
557,557,5.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,1.0,3.0,3.0
558,558,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,1.0,2.0,3.0
559,559,5.0,5.0,6.0,5.0,0.0,5.0,6.0,5.0,4.0,1.0,1.0,6.0,5.0
560,560,3.0,2.0,2.0,0.0,5.0,2.0,4.0,2.0,6.0,2.0,6.0,4.0,2.0
561,561,5.0,5.0,2.0,5.0,5.0,1.0,0.0,6.0,5.0,0.0,1.0,2.0,2.0
562,562,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,6.0,0.0
563,563,0.0,0.0,0.0,0.0,2.0,5.0,6.0,3.0,0.0,1.0,3.0,2.0,0.0
564,564,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0
565,565,5.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,1.0,6.0
566,566,3.0,4.0,2.0,1.0,6.0,1.0,1.0,0.0,3.0,6.0,1.0,4.0,6.0
567,567,3.0,4.0,2.0,1.0,6.0,6.0,6.0,0.0,6.0,4.0,1.0,0.0,2.0
568,568,5.0,0.0,6.0,5.0,0.0,0.0,6.0,5.0,2.0,1.0,1.0,1.0,3.0
569,569,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
570,570,4.0,5.0,5.0,5.0,2.0,5.0,6.0,5.0,5.0,4.0,1.0,3.0,0.0
571,571,3.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,6.0,0.0,1.0,4.0,5.0
572,572,5.0,0.0,2.0,6.0,5.0,1.0,1.0,5.0,2.0,6.0,4.0,5.0,3.0
573,573,5.0,5.0,6.0,0.0,5.0,5.0,0.0,5.0,5.0,3.0,1.0,3.0,1.0
574,574,3.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,5.0,6.0
575,575,2.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,4.0,6.0
576,576,5.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,2.0,3.0,1.0,0.0,3.0
577,577,1.0,3.0,2.0,6.0,2.0,0.0,2.0,5.0,4.0,6.0,4.0,2.0,1.0
578,578,5.0,0.0,0.0,0.0,3.0,5.0,2.0,6.0,2.0,0.0,4.0,1.0,3.0
579,579,5.0,5.0,6.0,0.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,2.0,0.0
580,580,5.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,4.0,6.0
581,581,0.0,0.0,6.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,1.0,2.0,5.0
582,582,2.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0
583,583,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,1.0,1.0,3.0
584,584,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,3.0,1.0,2.0,4.0
585,585,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,2.0,0.0,4.0,1.0,6.0
586,586,5.0,0.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,5.0,1.0,5.0,1.0
587,587,3.0,4.0,2.0,3.0,1.0,6.0,1.0,2.0,4.0,6.0,1.0,1.0,1.0
588,588,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.0,6.0,2.0
589,589,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,2.0,3.0,1.0,2.0,0.0
590,590,3.0,2.0,2.0,3.0,6.0,6.0,6.0,2.0,3.0,1.0,1.0,4.0,2.0
591,591,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,6.0,5.0
592,592,3.0,1.0,2.0,1.0,1.0,6.0,6.0,2.0,5.0,2.0,1.0,0.0,0.0
593,593,3.0,6.0,2.0,6.0,1.0,3.0,1.0,6.0,3.0,2.0,1.0,4.0,5.0
594,594,3.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,6.0,1.0,3.0,4.0
595,595,3.0,1.0,0.0,3.0,1.0,6.0,6.0,0.0,6.0,0.0,1.0,4.0,0.0
596,596,3.0,5.0,3.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,1.0,3.0,0.0
597,597,0.0,0.0,3.0,0.0,4.0,2.0,0.0,4.0,4.0,0.0,3.0,1.0,2.0
598,598,3.0,1.0,2.0,1.0,1.0,1.0,6.0,6.0,5.0,2.0,1.0,2.0,3.0
599,599,5.0,5.0,2.0,3.0,5.0,5.0,6.0,0.0,5.0,2.0,1.0,3.0,0.0
600,600,3.0,3.0,2.0,6.0,3.0,3.0,2.0,6.0,5.0,0.0,4.0,3.0,2.0
601,601,3.0,6.0,0.0,6.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0
602,602,3.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,6.0,1.0,1.0,6.0,1.0
603,603,5.0,0.0,2.0,3.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,3.0
604,604,3.0,2.0,2.0,1.0,6.0,2.0,6.0,6.0,5.0,3.0,3.0,0.0,4.0
605,605,5.0,5.0,6.0,5.0,5.0,5.0,3.0,6.0,5.0,3.0,1.0,6.0,3.0
606,606,5.0,5.0,6.0,0.0,5.0,5.0,3.0,5.0,2.0,5.0,1.0,4.0,3.0
607,607,3.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,2.0,2.0
608,608,3.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,6.0,4.0,1.0,4.0,2.0
609,609,3.0,2.0,2.0,1.0,6.0,1.0,6.0,0.0,2.0,4.0,3.0,3.0,4.0
610,610,5.0,2.0,2.0,5.0,5.0,5.0,5.0,0.0,5.0,2.0,1.0,0.0,5.0
611,611,3.0,6.0,2.0,4.0,6.0,3.0,6.0,6.0,4.0,2.0,1.0,5.0,4.0
612,612,3.0,2.0,2.0,3.0,1.0,1.0,3.0,6.0,6.0,2.0,1.0,3.0,0.0
613,613,2.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,0.0
614,614,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0
615,615,2.0,5.0,2.0,0.0,1.0,2.0,6.0,5.0,6.0,3.0,3.0,1.0,5.0
616,616,5.0,0.0,0.0,5.0,5.0,2.0,5.0,6.0,4.0,5.0,1.0,3.0,2.0
617,617,5.0,5.0,0.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,1.0,5.0,4.0
618,618,1.0,2.0,4.0,4.0,6.0,4.0,2.0,2.0,5.0,5.0,5.0,6.0,0.0
619,619,1.0,1.0,2.0,4.0,6.0,1.0,6.0,0.0,2.0,2.0,5.0,1.0,4.0
620,620,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,5.0,1.0,1.0,5.0,1.0
621,621,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,6.0,0.0
622,622,3.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,6.0,0.0,1.0,6.0,4.0
623,623,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0
624,624,5.0,6.0,2.0,2.0,2.0,5.0,2.0,6.0,5.0,1.0,1.0,0.0,3.0
625,625,3.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,4.0,1.0,2.0,2.0
626,626,2.0,1.0,4.0,4.0,6.0,4.0,2.0,6.0,4.0,5.0,3.0,1.0,6.0
627,627,4.0,2.0,2.0,2.0,4.0,6.0,2.0,6.0,4.0,2.0,1.0,2.0,6.0
628,628,0.0,5.0,2.0,0.0,5.0,3.0,0.0,5.0,2.0,5.0,6.0,2.0,2.0
629,629,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,1.0,5.0,0.0
630,630,3.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,6.0,0.0,1.0,5.0,6.0
631,631,1.0,6.0,0.0,0.0,3.0,5.0,6.0,3.0,4.0,1.0,0.0,3.0,1.0
632,632,5.0,4.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,5.0,3.0
633,633,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,1.0,0.0,2.0
634,634,5.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0
635,635,5.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0,3.0,5.0,3.0,3.0
636,636,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,6.0,6.0
637,637,5.0,6.0,2.0,2.0,4.0,5.0,2.0,6.0,4.0,6.0,1.0,4.0,6.0
638,638,2.0,2.0,2.0,0.0,2.0,5.0,6.0,4.0,4.0,1.0,5.0,4.0,5.0
639,639,4.0,6.0,2.0,2.0,2.0,4.0,2.0,4.0,6.0,5.0,1.0,5.0,0.0
640,640,6.0,1.0,2.0,2.0,2.0,6.0,2.0,6.0,4.0,6.0,1.0,1.0,2.0
641,641,2.0,2.0,2.0,4.0,2.0,1.0,5.0,6.0,2.0,1.0,4.0,2.0,3.0
642,642,6.0,0.0,0.0,0.0,3.0,2.0,3.0,6.0,4.0,2.0,1.0,6.0,1.0
643,643,5.0,5.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,3.0,1.0,6.0,4.0
644,644,5.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,1.0,3.0,5.0
645,645,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,2.0,4.0
646,646,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0
647,647,5.0,5.0,5.0,3.0,5.0,1.0,0.0,4.0,6.0,3.0,1.0,3.0,2.0
648,648,2.0,2.0,2.0,3.0,2.0,6.0,2.0,6.0,2.0,3.0,1.0,5.0,0.0
649,649,5.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,1.0,5.0,0.0
650,650,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,6.0,4.0,4.0,0.0
651,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0
652,652,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,5.0,1.0,6.0,2.0
653,653,5.0,0.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0
654,654,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,6.0,1.0,1.0,0.0
655,655,5.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,6.0,3.0,1.0,5.0,4.0
656,656,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0
657,657,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,3.0,1.0
658,658,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,5.0,3.0
659,659,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,6.0,1.0,5.0,2.0
660,660,5.0,0.0,2.0,5.0,5.0,5.0,6.0,0.0,6.0,6.0,1.0,4.0,5.0
661,661,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0
662,662,1.0,6.0,2.0,6.0,2.0,5.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0
663,663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,6.0
664,664,5.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,5.0,6.0,1.0,1.0,4.0
665,665,5.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,5.0,0.0,1.0,4.0,2.0
666,666,4.0,4.0,2.0,6.0,6.0,6.0,2.0,4.0,5.0,6.0,1.0,6.0,5.0
667,667,4.0,5.0,2.0,2.0,3.0,2.0,2.0,6.0,2.0,0.0,1.0,2.0,2.0
668,668,5.0,2.0,2.0,2.0,2.0,6.0,2.0,5.0,2.0,3.0,1.0,1.0,5.0
669,669,6.0,2.0,2.0,6.0,1.0,6.0,1.0,6.0,0.0,5.0,1.0,6.0,4.0
670,670,3.0,6.0,2.0,4.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0
671,671,5.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,5.0,4.0,6.0,3.0
672,672,5.0,0.0,5.0,0.0,5.0,2.0,6.0,5.0,5.0,6.0,1.0,3.0,0.0
673,673,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,2.0
674,674,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,1.0,2.0,1.0
675,675,5.0,0.0,0.0,5.0,5.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,5.0
676,676,5.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,5.0,0.0,1.0,6.0,0.0
677,677,5.0,0.0,0.0,0.0,4.0,2.0,1.0,6.0,0.0,4.0,1.0,1.0,5.0
678,678,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,6.0,0.0,5.0,4.0
679,679,5.0,0.0,0.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0
680,680,0.0,0.0,0.0,5.0,5.0,0.0,5.0,6.0,4.0,6.0,0.0,4.0,0.0
681,681,0.0,0.0,6.0,0.0,0.0,4.0,0.0,6.0,4.0,6.0,1.0,4.0,4.0
682,682,3.0,5.0,2.0,5.0,3.0,1.0,2.0,4.0,5.0,6.0,4.0,1.0,0.0
683,683,0.0,0.0,0.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,4.0,1.0,4.0
684,684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0
685,685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,2.0
686,686,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,6.0,4.0,2.0,6.0
687,687,0.0,0.0,0.0,4.0,5.0,0.0,6.0,1.0,5.0,6.0,3.0,3.0,0.0
688,688,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0
689,689,3.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
690,690,5.0,1.0,2.0,6.0,1.0,6.0,2.0,5.0,4.0,6.0,1.0,0.0,5.0
691,691,5.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,1.0,3.0,6.0
692,692,0.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,0.0
693,693,5.0,0.0,2.0,5.0,5.0,5.0,0.0,5.0,5.0,4.0,1.0,4.0,2.0
694,694,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,1.0,4.0,0.0
695,695,6.0,2.0,2.0,6.0,4.0,2.0,6.0,4.0,2.0,2.0,6.0,4.0,1.0
696,696,6.0,6.0,2.0,2.0,6.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,5.0
697,697,2.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,5.0,0.0,1.0,2.0,5.0
698,698,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,6.0
699,699,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,4.0
700,700,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,6.0,5.0,6.0,1.0,3.0
701,701,2.0,2.0,2.0,0.0,0.0,2.0,3.0,2.0,6.0,4.0,1.0,6.0,6.0
702,702,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,6.0,4.0,1.0,6.0,4.0
703,703,2.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,6.0,4.0,1.0,4.0,0.0
704,704,4.0,2.0,2.0,2.0,5.0,6.0,2.0,6.0,6.0,6.0,1.0,2.0,2.0
705,705,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,1.0,6.0,2.0
706,706,1.0,1.0,2.0,4.0,2.0,2.0,6.0,5.0,2.0,3.0,5.0,2.0,0.0
707,707,4.0,2.0,2.0,2.0,3.0,6.0,2.0,4.0,5.0,5.0,1.0,2.0,2.0
708,708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0
709,709,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,3.0,5.0
710,710,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0
711,711,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0
712,712,2.0,2.0,2.0,3.0,2.0,6.0,6.0,3.0,2.0,0.0,1.0,6.0,0.0
713,713,3.0,6.0,2.0,6.0,1.0,4.0,5.0,2.0,5.0,4.0,1.0,0.0,4.0
714,714,3.0,6.0,2.0,1.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,6.0,5.0
715,715,5.0,5.0,3.0,0.0,5.0,6.0,1.0,5.0,2.0,3.0,1.0,1.0,0.0
716,716,5.0,2.0,2.0,5.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,4.0,5.0
717,717,6.0,2.0,2.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0
718,718,5.0,0.0,2.0,6.0,0.0,4.0,6.0,4.0,6.0,5.0,5.0,1.0,4.0
719,719,5.0,0.0,2.0,0.0,1.0,0.0,6.0,5.0,5.0,4.0,1.0,3.0,0.0
720,720,4.0,6.0,2.0,5.0,2.0,3.0,6.0,3.0,2.0,2.0,1.0,0.0,4.0
721,721,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,6.0
722,722,2.0,1.0,2.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0
723,723,4.0,6.0,2.0,6.0,2.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,5.0
724,724,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,4.0,1.0,6.0,6.0
725,725,4.0,2.0,2.0,6.0,2.0,6.0,2.0,4.0,2.0,2.0,1.0,6.0,4.0
726,726,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,1.0
727,727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0
728,728,2.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,6.0,2.0,0.0,2.0
729,729,2.0,0.0,1.0,1.0,3.0,5.0,2.0,0.0,2.0,6.0,4.0,5.0,3.0
730,730,3.0,3.0,5.0,5.0,5.0,6.0,3.0,1.0,6.0,5.0,1.0,1.0,6.0
731,731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
732,732,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,0.0
733,733,3.0,2.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,1.0,2.0,0.0
734,734,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,4.0,0.0
735,735,1.0,6.0,2.0,6.0,4.0,6.0,2.0,5.0,5.0,6.0,1.0,5.0,6.0
736,736,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,5.0,0.0,4.0,1.0,5.0
737,737,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,2.0,4.0,3.0,5.0
738,738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,6.0,4.0
739,739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,3.0
740,740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,5.0,6.0
741,741,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,4.0,0.0
742,742,3.0,5.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,5.0,1.0,6.0,0.0
743,743,1.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,6.0,2.0,0.0,4.0,5.0
744,744,1.0,5.0,5.0,5.0,2.0,6.0,6.0,5.0,6.0,3.0,1.0,6.0,1.0
745,745,3.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,6.0,1.0,1.0,6.0,4.0
746,746,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,6.0
747,747,3.0,1.0,2.0,3.0,0.0,6.0,0.0,6.0,6.0,6.0,1.0,3.0,6.0
748,748,5.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,2.0,5.0,1.0,3.0,1.0
749,749,5.0,5.0,2.0,5.0,5.0,0.0,5.0,5.0,2.0,4.0,1.0,6.0,0.0
750,750,3.0,2.0,2.0,0.0,1.0,6.0,5.0,6.0,2.0,2.0,4.0,4.0,0.0
751,751,3.0,5.0,2.0,5.0,5.0,3.0,6.0,4.0,1.0,4.0,4.0,5.0,5.0
752,752,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,1.0,2.0,6.0
753,753,3.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0
754,754,5.0,0.0,0.0,5.0,3.0,4.0,5.0,5.0,0.0,2.0,1.0,6.0,4.0
755,755,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,2.0,1.0,2.0,3.0
756,756,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,5.0
757,757,1.0,5.0,5.0,5.0,5.0,5.0,0.0,6.0,1.0,5.0,5.0,5.0,2.0
758,758,1.0,5.0,5.0,6.0,4.0,6.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0
759,759,2.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0
760,760,2.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,3.0,1.0,3.0,1.0
761,761,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,2.0
762,762,2.0,5.0,2.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,4.0,2.0,0.0
763,763,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,0.0,2.0,3.0,3.0
764,764,2.0,5.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0
765,765,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,6.0
766,766,2.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,5.0,0.0,4.0,4.0,2.0
767,767,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0
768,768,1.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,6.0
769,769,2.0,2.0,6.0,5.0,4.0,2.0,6.0,6.0,4.0,1.0,1.0,2.0,6.0
770,770,3.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,4.0,6.0
771,771,3.0,2.0,2.0,3.0,1.0,6.0,1.0,6.0,2.0,2.0,1.0,3.0,0.0
772,772,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0
773,773,6.0,1.0,2.0,1.0,6.0,3.0,6.0,4.0,2.0,6.0,1.0,5.0,0.0
774,774,5.0,5.0,0.0,5.0,4.0,0.0,2.0,5.0,2.0,0.0,1.0,3.0,1.0
775,775,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,4.0
776,776,1.0,3.0,3.0,0.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0
777,777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
778,778,5.0,6.0,2.0,2.0,2.0,6.0,2.0,5.0,6.0,2.0,1.0,5.0,6.0
779,779,1.0,5.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,4.0
780,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,6.0
781,781,6.0,4.0,6.0,3.0,3.0,6.0,6.0,3.0,1.0,2.0,1.0,3.0,0.0
782,782,1.0,5.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
783,783,3.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,5.0
784,784,5.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,5.0,5.0
785,785,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,5.0,3.0
786,786,5.0,0.0,2.0,5.0,4.0,0.0,6.0,0.0,5.0,5.0,1.0,4.0,5.0
787,787,3.0,5.0,2.0,5.0,5.0,1.0,6.0,6.0,5.0,2.0,4.0,2.0,2.0
788,788,6.0,6.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
789,789,0.0,0.0,0.0,5.0,4.0,1.0,0.0,3.0,2.0,5.0,0.0,2.0,0.0
790,790,1.0,5.0,5.0,5.0,4.0,6.0,3.0,5.0,5.0,0.0,1.0,4.0,4.0
791,791,5.0,6.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,0.0,1.0,0.0,5.0
792,792,5.0,5.0,0.0,5.0,5.0,5.0,5.0,6.0,2.0,1.0,1.0,2.0,2.0
793,793,5.0,1.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,0.0,5.0,3.0,5.0
794,794,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,4.0,2.0
